content,score
"respon nya lambat, padahal udah pakek prioritas tetep gak dapet gojek",1
lama banget dapet drivernya. udah nunggu 30 menit gak dapet2,1
ok,5
mantap,5
"Cepat , aman & nyaman",5
sudah ga jelas aplikasi nya harga di aplikasi gini nanti kalau bayar kas lain harga.gopay lain harga.emang mau kalian apa mmg uang cash sama pakai gopay beda.hanya ingin memajukan aplikasi gopay kalian kami yg Kenak,1
"tolong aplikasi di perbaiki. alamat driver tdk sama dengan map kita.tlpn tdk bisa masuk, misscall tdk kedengeran.dari testimoni driver mareka banyak yng tdk mau narik krn macet. giliran narik, banyak ngeluh, kesal, krn macet. tlng kasih paham bawa kita sebagai penumpang juga susah klo macet, Ongkos naik dua kali lipat. juga capek, dan terlambat. klo bisa kebersihan helm lebih jaga. Kadang-kadang helm rusak luar dalam. hitam krn kotor dan basa.pokoknya makin buruk .",3
gojek memang memudahkan seglanya,5
"kenapa penjemputan kalau jauh,drivernya selalu ngomel.kalau tidak bisa atau tidak mau,di cancel saja",3
naik sekalip,5
sangat membantu memesan makanan dn mengirim kn paket.,5
ok,4
tak dapat driver teruss lama gua ke laparan 👎🏻,1
Drivernya baikk Double W in thee chatt fuuu🔥🔥🔥🔥,5
kalau pesen ojeg boleh ngga bayar nya kalau udah sampe ke tempat tujuan,4
JELEKK BANGETTT GAJELASSS PESEN SEENAK NYAA SEKARANG UDAH GA DAPET DAPET TOLONG DONG YAA SEKARANG JADI SEENAKNYAA,1
membantu sekali aplikasi ini,5
"gatau berapa kali pesen makanan diaplikasi ini tapi kualitas makanan nya jorok2 banget, udah komplain tapi gaakan tindakan apapun, udah lebih dari 3 kali kejadian dan uang hilang gitu aja tanpa ada tanggung jawab, hubungin cs juga gaada gunanya, mending pake aplikasi oren kalo pesen makanan karna mereka punya standar kebersihan untuk makanan yang dijual dan berani tanggung jawab kalo makanan tidak sesuai SOP",1
sukses trs suka dngn aplikasi ini,5
waktu penjemputan tepat ramah,5
"padahal udah lama pakai aplikasi ini , tapi semakin lama cari driver nya bahkan sampe set jam ga dapet driver , ongkos juga lebih mahal , ga rekomendasi lagi untuk yg biasa pakai setiap hari",2
"susah atur alamat, kadang ga ke save, eror, trs sinyal ga ada padahal udh pake wifi 5G, loading terus",1
smg berkah dan lancar,5
Bisa di andalkan aplikasi ini utk pengiriman paket instan. Pertahankan mitra bagus yg serius kerja.,5
instan pengiriman tp pas sampe jauh banget dari istimasi pengiriman.,3
iklannya mengganggu banget,1
layanan memuaskan,5
susah komunikasi dengan driver. ini baru update malah ga bisa tracking,1
"Fitur² baru BIKIN RIBET, balikin apa kek biasa kita udh nyaman",1
"gampang cari driver ny,..perjalanan pun jadi nyaman..",5
puassss,5
lemot,1
mantabb,5
Paling suka kalau antar antar dokumen Paling ramah Drivernya cepet sampainya Thanks Gosend,5
sangat baguss,5
kebijakan untuk konsumen kurang fair,2
"Paling kesel ketika pesan makanan, sudah nunggu lama tiba-tiba driver batalin pesanan begitu saja, dan ini sering terjadi, padahal makanan untuk anak2",1
susah kali driver macam mana ni,2
internet eror terus kocak ni apk org gue mke wifi eror mulu stres lu,1
bro dev UI nya jelek banget tombol cancel di umpetin kudu betbya geser ke bawah dan kadang masih nyangkut kudu bet ya cancel 2 kali. hadehh...,1
aplikasi sampah setiap hari update saya driver nih sistem kalian kenapa sih gak berubah kasihan penumpang mesan selalu dapat dirver jauh 5 kn SD 11km driver gak mau lah yang ada buang bensin bukan utung malah buntung Uda ongkosan kalian bikin oleh pihak kementerian transportasi terus ditambah potangan komisi 20% biaya potongan aplikasi biaya asuransi perjalanan yang keterima driver dikit lari bensin juga pendpatan aja buat sehari hari kurang belum pajak mobil service mobil,1
"semoga sering dapet discon potongan harga ,pakai terus tapi gak pernah dapar diskon potongan harga kaya orang-orang .",5
sangat baik,5
puaslahh,5
makin jengkelin SM drivernya. klo tarifnya murah Krn dpt potongan dapat armadax susah minta ampun. padal y lokasi dekat dgn dgn penjemputan,3
"Best, banyak diskon.",5
aplikasi pelit,1
yg bener aja beli makanan biaya lain2nya sampe 20.000 mau ngerampok hadehhhh,1
"saya pelanggan setia gojek, fitur aplikasinya semakin bagus, tapi tidak dengan pelayanan2 dari driver2nya. tidak sebagus pertama kali saya menggunakan gojek, makin lama pelayanan tidak sangat mengenakan, terutama driver dan unit yg digunakan kenyamanan pun sdh berkurang",1
dapet driver yg jauh jauh terus,1
"bagus, org orgnya sopan smha",5
KNP DARI TADI DRIVER GOJEK PADA CNCEL PESANAN YA??? PADAHAL UDAH MAU SAMPE... KLU MASALAH TELP TDK DI ANGKAT.. KNP GA HUB SAYA...???,4
bermanfaat,5
"Saya beli token genshin di gojek, tapi token reedem yang di berikan malah tidak valid! terus saya tidak berikan alternatif apapun! di jelaskan disuruh hubungi layanan yang memberikan kode reedem, tapi tidak di kasih tahu layanan yang memberikan kode reedem apa!! dan juga tidak ada cs dari layanan nya! saya sudah rugi 500 ribu! tidak di berikan bantuan apapun, saya butuh kode yang valid, tolong ini gimana?!",1
"UDAH 10 KALI PAKAI PENCARIAN PRIORITAS NGGAK DAPAT DAPAT , STRESS NIH APLIKASI , ALASANNYA SIH LAGI RAMAI , HALAH SETAN , BILANG AJA TEMPATNYA TERPENCIL , ALASAN BANGET LAGI RAMAI , MASA APLIKASI SEBESAR INI JANGKAUAN DRIVER NYA TERBATAS BANGET",1
sangat membantu,5
sangat membantu sekali,5
Driver gocar pd belagu² susah bgt nyari driver go car. Drivernya kadang² gak jeli baca noted. Di ksh noted gak dibaca. Nanti marah² nya sm costumer. driver go car nya minim attitude. kita bayar berasa kita yg numpang. sy lebih menghargai driver gojek ketimbang driver go car,1
kerennnnn,5
bagus untuk aplikasinya amanah,4
kelemahannya sekarang buka aplikasinya aja langsung dikasih iklan JuDOL. PARAH SI. Dlu ga pake iklan buka aplikasi,3
sejauh ini GK pernah kecewa pke gojek.☺️,5
mantap guys,5
sangat membantu,5
baik dan nyaman . trimakasih,5
Ok banget coba kembangkan bisa beli tiket busway dan transportasi lainnya. agak kecewa banyak orderan cancel driver ga profesional,4
"nunggu driver ga dteng"" alhasil telat .. sebelumnya naik gocar seenaknya orang gak masuk tol di kenai pembayaran tol 28rb driver juga seenaknya cancel"" kalo ga mau nyari duit gausah nyari duit ..merugikan",1
sukses pak,5
"supirnya ramah, mobilnya nyaman",5
mantap,5
baik dan mudah,5
nggak kayak dulu lagi udah males pakek fitur hemat gak ada yang mau ambil hapus aja fitur hematnya,1
sangat bagus untuk berpergian,5
Mantap,5
puas dengan layanannya,5
Drivernya banyak yg nolak saat orderan sudah masuk dengan cara diam dan tidak bergerak.,2
user fruendly,5
SANGAT MEMBANTU SAIAA HIHI,5
begitu dapat langsung berangkat 👍👍👍,5
mantap,5
saya mau buat laporan pengaduan kenapa server masih padat merayap terus sih?! tolong segera perbaiki.,1
sangat.memudahkan aktivitas,5
Oke,5
YANG BENER AJA AKU MASUK SEKOLAH JAM 6.30 MESEN GOJEK DARI JAM 6 GA DAPET DAPET SEKALINYA DAPET MALAH YANG JAUH!!!!! LOGIKANYA DIMANA? DISAMPING RUMAH SAYA JUGA ADA DRIVER GOJEKK SEBELLLLLL (aku pake gojek udah 2 thn lebih tapi makin kesini pelayanannya makin jelek),2
sangat bagus,5
mayoritas pelayanan driver nya memuaskan..,5
bagus dan oke,5
Bintang yg bicara 👍👍👍,5
"fitur gofood mohon di benahi, tiba tiba cancel sendiri, menurut resto alasan yg tertera di apk dibatalkan pelanggan, padahal customer tidak ada meng cancel, bahkan di pesan ulang pun tetap di cancel. apakah mau bikin pengguna pada kabur kah?",1
mantap,5
good,5
bagusss,5
good job,5
promo ga jelasss tiba2 ilanggg pdahal baru aja mau dipake . tambahkan pesanan ilang promo nyaaa apk stresss bagusan pake shope atau grabb,2
ok,5
"gojek ada masalah apa sih, saya pesan makanan sudah dari 1 jam yang lalu tapi belum dapat driver dan tidak dapat di batalkan jika waktu estimasi nya belum sampai, jadi saya harus nunggu kalian sendiri yang batalkan karena enggak bisa anterin pesanan saya,, dan saya harus menunggu minimal 1 jam..",1
tingkatkan lg agar lbh byk promo,5
sejauh ini terbalik dan ternyaman,5
Tarip nya ramah dikantong,5
sangat puas dengan pelayanannya,5
asik,5
Sangat membantu,5
tepat waktu promo terus,5
sangat membantu,5
goodjob,5
orang lain lgi maen game datang iklan ini iya kalo sebentar ini mah terus mnta do download ga bisa di stop sampai game di ulang dari awal . koplak ganggu ah.,2
sangat bantu,5
"SERING BANGET UDAH NUNGGU MAKANAN MALAH TIBA TIBA DI CANCEL, NUNGGUNYA 40 MENIT LOH YA!!!",1
"saya pesen gojek , setelah tau rute nya langsung di cancel dan pesanan saya juga pernah lama",1
"kecewa dikit sama goride nya, masa ya orang nya ga niat bgt.. motornya di apk ga ada tulisan nya pas dateng ternyata motor supra.. padahal saya pesan yang goride biasa bukan yg hemat.. terus orangnya ini ga pakai jaket gojek. ini bukan perkara jaket, tapi bapak ini tidak rapi dan menurut saya kurang 'bersihan'. tolong ya mimin gojek.. ini gimana solusinya buat orang' kyk gini.. ini juga demi kenyamanan yang lain.. TERIMAKASIHH",3
"makin menyusahkan. pencarian lama, kalau mau cepat tambah 5000 lagi. makin kesini apk ini makin gk jelas. sebenarnya ini untuk mempermudah atau gimna sih",1
"susah banget dapat driver semenjak ada hemat malah dapet driver jauh..padahal kita butuh waktu cepet kadang, mengecewakan sekali gojek makin lama ini. perbaiki dong tolong",5
ok punya,5
mantabllah gojek,5
lama mendapatkan driver,1
mantap,5
jossss,5
aplikasi tidak berguna dan tidak bermanfaat,1
payah di musim ujang kita di telantarkan perlu perbaikan sistim akan berdosa kalau ada pelangan IMERGENSI den pemotongan jasa driver sewenang2 sepihak terbaik kadang menjadi tidak bermanfaat bagi pelangan,3
buruk,1
ok termudahkan dlm perjalanan mndadak/ cuaca,5
"aplikasi kikir, di maps driver berjejer 12 driver tapi gak di acc sama sistem, dasar kikir, semoga kalian bangkrut, ini aku kasih bintang 5 biar orang bisa lihat komen ini dan segera menghapus gojek",5
"tolong pt goto Indonesia, program hemat di tiadakan,karena apa : 1.lokasi penjemputan terlalu jauh bisa sampai 3Km, belum drivernya mengantar sampai tujuan lokasi. 2. drivernya kesian curhat sama saya ada potongan 20rb setalah 10trip. 3.argonya sudah gojek potong by sistem dikenakan juga program yg 20rb setelah menyelesaikan 10orderan. 4.dimanakah letak hati nurani anda",1
tolong bisa ditambahkan pembayaran dengan qris,4
bagus cepat,5
sangat jelek saya tidak bisa menghapus akun saya,1
"ini sistemnya gmn yak? mentang mentang langganan tiap hari tapi tiap hari malah nambah sedikit sedikit mulai dr 500 - 1000 terus beberapa hari lg mambah lagi segitu sampe cukup mahal utk ukuran 1km harganya 21rb+ awalnya kirain mungkin lg rame atau macet lah eh ternyata di akun adik juga sama awalnya 18 lama lama naik 19 naik lg 20 naik lg 21 sampe terakhir jadi 22(waktu pulang sama)kusuruh dia donlot greb harganya 17, gelo emng semakin sering dipake kenapa jadi dimahalin dkit2 sopankah begitu",3
"tolol w susah dapat driver terus mana jauh"" sekalinya dapet.. aplikasi ga sebagus dulu .. uninstall sekeluarga",1
kenapa gak bisa login?,1
SUSAH BGT NYARI DRIVER!!!,1
"sangat memuaskan, tapi terkadang saat saya pesan dari servernya jadi pesen dua gojek, malah kedobelan yang katanya konekso saya jelek padahal koneksi saya lagi bagus bagusnya loh😔😔",4
"gak jelas bener, udah ngasih titik drop di jalan A malah di apk drivernya titik dropnya di Jalan C",2
pencarian driver nya gak jelas lama kali,1
muak,1
tambahin promonya 😬😬😬,5
sopir sangat melayani dengan baik dan ramah,5
"selamat malam gojek,,sy itu bingung padahal saya tidak pernah telat melakukan pembayaran angsuran gopay pinjam tapi kenapa setelah lunasi malah tidak bisa melakukan pinjaman LG di aplikasi tertulis bisa melakukan lagi tgl 14 April 2026,,tolong lah pihak gojek bisa lebih cermat melihat yg pembayaran angsuran benar dan tidak pernah telat semesti nya di prioritas kan,,mungkin itu saja dari saya semoga pihak gojek bisa lebih cermat melihat nya,, terimakasih",5
gue udah lama pake app ini tapi sekarang ini makin hari makin aneh. makin susah cari driver. sebelumnya skali cocol langsung nyangkut.,2
selalu tepat waktu.. perjalanan baik drivernya ramah,5
MAKIN LAMA MAKIN GOBLOG SISTEM DAN PELAYANAN. ORDER SUSAH BANGET..SEKALINYA DAPET SERING DI CANCEL...DAN JARAK DAPETNYA JAUH2 TERUS..MAKIN KESINI BUKAN MAKIN GAMPANG MALAH MAKIN TOLOL MAKIN SUSAH ORDER PAKE YG HEMAT !!!!!!!,1
"aga kecewa dengan masalah yang di alami, saya pesen 1 driver tetapi yang dateng 2 drive, karena pemesanan ganda, padahal saya tidak melakukan pemesanan 2 kali secara langsung karena pesanan yang awal belum menemuka driver maka saya close lalu mencari driver lain dengan harga tinggi agar bisa mendapatkan driver dengan cepat, tetapi knapa tiba² ada 2 driver yang menjemput saya, mohon perbaiki masalah ini karena saya mendapat informasi dari driver katanya masalah sperti ini sudah lama terjadi",2
ok,5
sangat membantu,5
terlalu lambat dan selalu minta update,1
"ga membantu sama skali , 2jam di cancel driver mulu",1
terlalu lama dapet orderan,1
"gatau kenapa skarang pencariannya makin lama entah pake yang mahal atau murah, pdhl sebelumnya pake yg murah pun twtep cepet pencariannya, yang bisa aku andelin biasanya apk gojek, klo gaada ini aku gabisa kemana², tolong diperbaiki..",1
"makin lama seenaknya aja udah ngambil pesanan nya jauh di tambah untuk pengantaran juga lumayan kasihan kalo kaya gitu driver nya ongkir nya ga sesuai dan ga masuk akal, kebanyakan driver ga mau ambil yang kaya gitu makannya kebanyakan cancel kalo orderan kaya gitu",1
"tutup saja bos.. cari driver sulit tarif mahal, pelayanan buruk.. ayo ramai-ramai pindah aplikasi pakai MAXIM",1
"kalo memang driver nya gak mau ambil orderan yang go hemat, promo itu meningan d cabut, sok jual mahal smua driver nya.. cabut ajh promo goride yg hemat.",1
sulit menemukan kendaraan,1
sekarang gojek lebih bagus,5
"driver banyak tapi gkk ada yg mau pick up, sering bgt kejadian kyk gini",1
Ini aplikasi isinya orang nggak guna semua. Nunggu 1 jam nggak ada driver. Kekurangan kah? Minta tolong diusahakan. 1 jam loh?!,1
"sudah bertahun-tahun aplikasi beroperasi mengatasi orderan blas tidak bisa mengatasinya, hanya memikirkan untung tanpa menghitung kerugian driver dan juga customer ,, PAYAAH",1
josss,5
suka bgd dari dulu langganan gojek 🤍🤍,5
puas pelayananya,5
Baguss cepat ramah tanggap,5
"untuk gocar waktu hujan tidak ada satu pun yang nyangkut, walaupun saya pesan yang prioritas, tolong untuk di perbaiki lebih baik lagi.",1
ok,5
fast,5
"biaya penanganan Gofood mahal sekali, beda banget sama sebelah",2
"kenapa sekarang banyak driver yg dekat dan sudah nyangkut ordernya tapi malah menjauh, yg lokasinya jauh minta di cancel, kalau gk di cancel saya gk tau driver bakal mau jalan apa engga. sedangkan driver tidak mau cancel. mau gk mau harus saya yg cancel. padahal udah lama bngt pake gojek, sekarang kayaknya pikir2 lagi deh. hari ini saya udah cancel 4 driver go car. dan saya bawa bayi. padahal sudah aktifkan gocar prioritas, dan terakhir tidak dapat driver. auto uninstall aplnya. kecewa bngt 😭",1
mantap!,5
sangat membantu....,5
klo hujan jaringan nya suka eror,5
"cari drivenya agak lama,,dan yg saya dapat tidak menyenangkan saat saya chat sama gojek nya",1
mantap,5
aplikasi merugikan saya dan driver kalu gak mau rugi gqk usah buka aplikasi hemat,1
aplikasi nya bagus,5
lama dpt driver nya,1
"Error terus tuh aplikasi, potongan doang gede pelayanan ampas",1
Tolong di hapuskan goride hematnya,1
"setiap mesen grabcar pasti dapatnya selalu yang diatas 10 menit, buat buru"" jadi gabisa, tolong dong sistem nya ngambil driver nya yang terdekat dengan customer.",1
driver nya ga jadi mulu padahal aku udah nunggu lama dan panas,2
mantap,5
"Gila harus nunggu satu jam buat dapet driver, kalau gak dapat baru bisa cancel. apk gak ada otak. nanti order tempat lain gak dapet driver lagi. Gak ngotak. Gofood gak ngotak.",1
mantap .. sangat membantu,5
aplikasi tolol driver nya udah sekaya apa sampe ga ada yang mau nerima pesanan?,1
1 jam gua nunggu tdk ad gojek nya aplikasi ******,1
saya harap gojek engak menyediakan lagi layanan gosend percuma pesanan juga engak ada yang mau ambil apalagi pas mau kirim barang / ambil barang padahal bayar tapi drivernya oemalas semua buat apa ada jasa gosend tapi gak guna,1
"order barang di shopee pakai jasa kurir sameday tggl 12 jam 12 siang lebih dikit, sampai tggl 13 siang bahkan sampai sore lagi belom dipick up, sudah tek tok kan sama penjual juga kurir gosendnya belom dateng² buat pickup sampe harus tlpn cs shopee.. semakin banyak driver semakin buruk pelayanannya, harusnya semakin bagus malah semakin buruk gojek ini..",1
bgus banget recomennded,1
bagus,5
kenapa tidak bisa mengirim pesan aplikasi selalu error aplikasi rusak,1
"Beberapa kali aplikasinya jelek sekali, dapet driver jarak jauh, posisi driver gak kelacak bener, nunggu 20 menit driver tidak bergerak. Kalau emang driver pada ogah ambil goride hemat yaudah hapus aja fiturnya.",1
gokil,5
"Tolong admin kalau nyarikan driver yg terdekat dgn pelanggan, sehingga tidak menunggu terlalu lama.",1
"App bagus banget, kalau bisa adakan promo besar²an supaya lebih hemat hehe, terimakasih",5
"bertambah lagi alasan hapus aplikasi gojek , selain titik jemput mental jauh dr peta ..gocar yg yg lebih sering terima order otomatis padahal ga jalan , nunggu kita cancel katanya biar performa dia ga turun ...go food yg nyari driver nya lama ...padahal gojek mahal Lo....tolong dong pakai IT yg lebih berkualitas..dan sombongnya driver gojek yg selalu cancel orderan dng alasan jrg di kasih tips..pdhl sebulan hampir 2 juta sy buat gojek aja ...pindah ke yg lebih menghargai Custumer ..by gojek...",1
